Local time,Open,High,Low,Close,Volume
16.03.2021 06:00:00.000 GMT+0100,54443,56144,53625,55944,0.31420000000000003
16.03.2021 10:00:00.000 GMT+0100,55946,56446,54663,55097,0.3383
16.03.2021 14:00:00.000 GMT+0100,55097,56125,55063,55701,0.32030000000000003
16.03.2021 18:00:00.000 GMT+0100,55703,56473,55007,56435,0.2214
16.03.2021 22:00:00.000 GMT+0100,56436,57211,56152,56596,0.2374
17.03.2021 02:00:00.000 GMT+0100,56597,56598,55464,55624,0.24669999999999997
17.03.2021 06:00:00.000 GMT+0100,55624,56375,55260,55828,0.2331
17.03.2021 10:00:00.000 GMT+0100,55827,55907,54194,55204,0.2771
17.03.2021 14:00:00.000 GMT+0100,55204,55633,54382,55338,0.26449999999999996
17.03.2021 18:00:00.000 GMT+0100,55338,58352,55241,57803,0.3072
17.03.2021 22:00:00.000 GMT+0100,57802,59580,57662,58977,0.29369999999999996
18.03.2021 02:00:00.000 GMT+0100,58977,59363,58652,58853,0.2243
18.03.2021 06:00:00.000 GMT+0100,58853,59200,58005,58040,0.21589999999999998
18.03.2021 10:00:00.000 GMT+0100,58040,58679,57624,58110,0.2096
18.03.2021 14:00:00.000 GMT+0100,58110,60107,57576,59100,0.2744
18.03.2021 18:00:00.000 GMT+0100,59098,59478,57071,57544,0.31439999999999996
18.03.2021 22:00:00.000 GMT+0100,57544,58177,56334,56900,0.2381
19.03.2021 02:00:00.000 GMT+0100,56898,58289,56712,57919,0.1671
19.03.2021 06:00:00.000 GMT+0100,57915,58596,57537,58370,0.2306
19.03.2021 10:00:00.000 GMT+0100,58373,59270,58178,58882,0.23110000000000003
19.03.2021 14:00:00.000 GMT+0100,58882,59220,57990,58914,0.288
19.03.2021 18:00:00.000 GMT+0100,58914,59490,58178,58458,0.23370000000000002
19.03.2021 22:00:00.000 GMT+0100,58455,58798,57900,58688,0.08680000000000002
20.03.2021 02:00:00.000 GMT+0100,58698,58961,58258,58281,0.0763
20.03.2021 06:00:00.000 GMT+0100,58283,58878,58086,58756,0.1071
20.03.2021 10:00:00.000 GMT+0100,58755,59364,58647,59237,0.1627
20.03.2021 14:00:00.000 GMT+0100,59234,59916,58688,59089,0.2619
20.03.2021 18:00:00.000 GMT+0100,59090,59523,58223,58595,0.1904
20.03.2021 22:00:00.000 GMT+0100,58596,58866,57894,58423,0.1829
21.03.2021 02:00:00.000 GMT+0100,58422,58539,56830,56958,0.201
21.03.2021 06:00:00.000 GMT+0100,56952,57479,56783,57244,0.2254
21.03.2021 10:00:00.000 GMT+0100,57245,57322,55590,56248,0.2289
21.03.2021 14:00:00.000 GMT+0100,56248,57611,56248,57330,0.2425
21.03.2021 18:00:00.000 GMT+0100,57329,58067,57083,57865,0.221
21.03.2021 22:00:00.000 GMT+0100,57865,58192,56476,56634,0.2219
22.03.2021 02:00:00.000 GMT+0100,56630,57863,56365,57652,0.2212
22.03.2021 06:00:00.000 GMT+0100,57652,57921,57149,57243,0.22160000000000002
22.03.2021 10:00:00.000 GMT+0100,57246,58462,56920,57307,0.25
22.03.2021 14:00:00.000 GMT+0100,57307,57445,56262,56813,0.2822
22.03.2021 18:00:00.000 GMT+0100,56813,57234,54277,54605,0.27959999999999996
22.03.2021 22:00:00.000 GMT+0100,54602,54990,53789,54753,0.3244
23.03.2021 02:00:00.000 GMT+0100,54745,55375,54113,54472,0.2607
23.03.2021 06:00:00.000 GMT+0100,54471,54519,53040,54360,0.27749999999999997
23.03.2021 10:00:00.000 GMT+0100,54360,55268,54145,55148,0.24
23.03.2021 14:00:00.000 GMT+0100,55148,55792,54788,55582,0.24599999999999997
23.03.2021 18:00:00.000 GMT+0100,55583,55878,54368,54496,0.24839999999999998
23.03.2021 22:00:00.000 GMT+0100,54498,54919,53645,53744,0.23120000000000002
24.03.2021 02:00:00.000 GMT+0100,53744,54770,53576,54150,0.2334
24.03.2021 06:00:00.000 GMT+0100,54151,56374,53775,56333,0.2753
24.03.2021 10:00:00.000 GMT+0100,56333,57065,56077,56973,0.2383
