Local time,Open,High,Low,Close,Volume
16.04.2023 23:00:00.000 GMT+0200,4148.890,4173.458,4113.651,4132.799,130.9928
23.04.2023 23:00:00.000 GMT+0200,4128.863,4174.833,4049.384,4172.824,167.67990000000003
30.04.2023 23:00:00.000 GMT+0200,4170.900,4187.624,4048.484,4135.184,224.52209999999997
07.05.2023 23:00:00.000 GMT+0200,4134.757,4158.468,4098.954,4120.751,161.20330000000004
14.05.2023 23:00:00.000 GMT+0200,4120.087,4214.539,4107.613,4188.431,117.61890000000002
21.05.2023 23:00:00.000 GMT+0200,4177.083,4213.211,4103.911,4211.233,141.7247
28.05.2023 23:00:00.000 GMT+0200,4228.854,4291.054,4166.213,4282.141,138.76909999999995
04.06.2023 23:00:00.000 GMT+0200,4284.373,4322.787,4257.248,4303.887,194.10630000000003
11.06.2023 23:00:00.000 GMT+0200,4302.093,4447.507,4301.584,4414.883,220.5929999999999
18.06.2023 23:00:00.000 GMT+0200,4414.381,4417.649,4341.183,4346.990,143.76139999999992
25.06.2023 23:00:00.000 GMT+0200,4349.583,4459.180,4328.578,4444.696,158.94770000000017
02.07.2023 23:00:00.000 GMT+0200,4447.890,4457.266,4385.197,4403.883,84.2719
09.07.2023 23:00:00.000 GMT+0200,4402.754,4528.076,4377.893,4504.120,114.37209999999997
16.07.2023 23:00:00.000 GMT+0200,4504.311,4578.880,4497.291,4535.496,210.3377
23.07.2023 23:00:00.000 GMT+0200,4536.304,4607.467,4528.671,4581.181,453.47800000000007
30.07.2023 23:00:00.000 GMT+0200,4583.893,4597.180,4474.789,4482.684,530.8256000000001
06.08.2023 23:00:00.000 GMT+0200,4482.254,4526.890,4443.140,4469.778,654.8865999999999
13.08.2023 23:00:00.000 GMT+0200,4466.984,4501.440,4336.787,4371.137,683.6242000000003
20.08.2023 23:00:00.000 GMT+0200,4368.840,4474.104,4356.143,4406.933,687.2433000000001
27.08.2023 23:00:00.000 GMT+0200,4409.699,4540.910,4406.193,4515.478,548.7480999999999
03.09.2023 23:00:00.000 GMT+0200,4516.181,4526.396,4429.768,4461.949,428.1959
10.09.2023 23:00:00.000 GMT+0200,4460.149,4516.916,4445.118,4454.453,554.2725999999998
17.09.2023 23:00:00.000 GMT+0200,4453.158,4466.549,4316.443,4324.237,541.7378
24.09.2023 23:00:00.000 GMT+0200,4324.187,4340.889,4238.733,4292.437,706.7558000000004
01.10.2023 23:00:00.000 GMT+0200,4313.754,4324.893,4201.553,4312.693,907.5736999999999
08.10.2023 23:00:00.000 GMT+0200,4279.019,4398.447,4267.510,4322.549,707.7991
15.10.2023 23:00:00.000 GMT+0200,4329.996,4393.996,4220.633,4220.684,1066.9712000000004
22.10.2023 23:00:00.000 GMT+0200,4232.203,4266.957,4103.747,4118.250,1313.1984000000002
29.10.2023 22:00:00.000 GMT+0100,4131.558,4373.920,4125.629,4362.183,941.4743
05.11.2023 23:00:00.000 GMT+0100,4362.953,4420.273,4339.553,4416.523,713.5837
12.11.2023 23:00:00.000 GMT+0100,4410.166,4525.596,4392.783,4511.699,649.2000999999999
19.11.2023 23:00:00.000 GMT+0100,4513.637,4569.628,4506.333,4555.931,373.32689999999985
26.11.2023 23:00:00.000 GMT+0100,4557.943,4599.807,4536.931,4594.836,421.8993
03.12.2023 23:00:00.000 GMT+0100,4595.534,4609.699,4543.387,4602.237,477.58169999999996
